index,Fund,Acct-Type,Acct-Div,Acct-Dept,Summ-Acct,GL-Account,2019-Actual,2020-Actual,2021-Budget,2022-Recommend,2023-Forecast
1314,101: City General,EXPENSES,Information Technology,101-204: Data Processing,50000: Total PERSONNEL SALARIES,SICK LEAVE,46403,38033,0,0,0
1315,101: City General,EXPENSES,Information Technology,101-204: Data Processing,50000: Total PERSONNEL SALARIES,VACATION,88887,47747,0,0,0
1316,101: City General,EXPENSES,Information Technology,101-204: Data Processing,50000: Total PERSONNEL SALARIES,CALL BACK,0,7392,0,0,0
1317,101: City General,EXPENSES,Information Technology,101-204: Data Processing,50000: Total PERSONNEL SALARIES,HOLIDAY,78597,75060,0,0,0
1318,101: City General,EXPENSES,Information Technology,101-204: Data Processing,50000: Total PERSONNEL SALARIES,LONGEVITY,22742,22774,24893,26743,27010
1319,101: City General,EXPENSES,Information Technology,101-204: Data Processing,50000: Total PERSONNEL SALARIES,DIFFERENTIAL PAY,1365,578,0,0,0
1320,101: City General,EXPENSES,Information Technology,101-204: Data Processing,51000: Total EMPLOYEE BENEFITS,DENTAL INSURANCE,17063,15057,19068,19068,19068
1321,101: City General,EXPENSES,Information Technology,101-204: Data Processing,51000: Total EMPLOYEE BENEFITS,LABORERS INT'L PENSION,37977,46379,63700,63700,63700
1322,101: City General,EXPENSES,Information Technology,101-204: Data Processing,51000: Total EMPLOYEE BENEFITS,CITY OF PROVIDENCE PENSION EXPENSE,352101,362698,375349,377928,397694
1323,101: City General,EXPENSES,Information Technology,101-204: Data Processing,51000: Total EMPLOYEE BENEFITS,F.I.C.A.,92670,92908,128860,121116,122327
1324,101: City General,EXPENSES,Information Technology,101-204: Data Processing,51000: Total EMPLOYEE BENEFITS,LOCAL 1033 BENEFITS EXPENSE,29155,34969,48154,50960,53218
1325,101: City General,EXPENSES,Information Technology,101-204: Data Processing,51000: Total EMPLOYEE BENEFITS,TRANSFER TO ACTIVE MEDICAL INS FUND,231927,203827,261153,299784,305780
1326,101: City General,EXPENSES,Information Technology,101-204: Data Processing,52000: Total DEPARTMENTAL SERVICES,DATA PROC DIV CHARGES,23540,39944,0,0,0
1327,101: City General,EXPENSES,Information Technology,101-204: Data Processing,52100: Total G&A SERVICES,POSTAGE,1904,46,0,0,0
1328,101: City General,EXPENSES,Information Technology,101-204: Data Processing,52400: Total UTILITIES,TELEPHONE,46384,51184,60000,50000,50350
1329,101: City General,EXPENSES,Information Technology,101-204: Data Processing,52800: Total EQUIPMENT,MACHINERY & EQUIPMENT,0,18,0,0,0
1330,101: City General,EXPENSES,Information Technology,101-204: Data Processing,52850: Total COMPUTER EQUIPMENT,COMPUTER EQUIPMENT,270756,225135,203500,203500,204925
1331,101: City General,EXPENSES,Information Technology,101-204: Data Processing,52900: Total R&M EQUIPMENT,REPAIRS TO EQUIPMENT,12406,18116,21900,18000,18126
1332,101: City General,EXPENSES,Information Technology,101-204: Data Processing,52910: Total R&M OTHER,COPIERS LEASE AND MAINTENANCE,0,0,0,10200,10271
1333,101: City General,EXPENSES,Information Technology,101-204: Data Processing,53100: Total TRAVEL & ENTERTAINMENT,TRAVEL,4537,0,500,500,500
1334,101: City General,EXPENSES,Information Technology,101-204: Data Processing,53400: Total CONTRACT SERVICES,PRIVATE CONTRACTORS,183980,76449,146000,379000,381653
1335,101: City General,EXPENSES,Information Technology,101-204: Data Processing,53400: Total CONTRACT SERVICES,INFORMATION TECHNOLOGY,891351,954332,1100148,1088248,1095866
1336,101: City General,EXPENSES,Information Technology,101-204: Data Processing,53500: Total OTHER SERVICES,MISC. EXPENSES,157,89545,1200,1200,1208
1337,101: City General,EXPENSES,Information Technology,101-204: Data Processing,54000: Total OFFICE SUPPLIES,OFFICE SUPPLIES,24764,17234,20600,20000,20140
1338,101: City General,EXPENSES,Information Technology,101-204: Data Processing,54000: Total OFFICE SUPPLIES,STATIONERY,11475,5833,13175,11880,11963
1339,101: City General,EXPENSES,Finance Departments,101-201: Finance,50000: Total PERSONNEL SALARIES,SALARIES,381101,526480,620780,722617,729843
1340,101: City General,EXPENSES,Finance Departments,101-201: Finance,50000: Total PERSONNEL SALARIES,SICK LEAVE,9874,14285,0,0,0
1341,101: City General,EXPENSES,Finance Departments,101-201: Finance,50000: Total PERSONNEL SALARIES,VACATION,38880,39763,0,0,0
1342,101: City General,EXPENSES,Finance Departments,101-201: Finance,50000: Total PERSONNEL SALARIES,HOLIDAY,38157,36117,0,0,0
1343,101: City General,EXPENSES,Finance Departments,101-201: Finance,50000: Total PERSONNEL SALARIES,LONGEVITY,21733,25882,27871,23448,23682
1344,101: City General,EXPENSES,Finance Departments,101-201: Finance,51000: Total EMPLOYEE BENEFITS,DENTAL INSURANCE,5647,5995,5604,5604,5604
1345,101: City General,EXPENSES,Finance Departments,101-201: Finance,51000: Total EMPLOYEE BENEFITS,LABORERS INT'L PENSION,12394,13600,9100,9100,9100
1346,101: City General,EXPENSES,Finance Departments,101-201: Finance,51000: Total EMPLOYEE BENEFITS,CITY OF PROVIDENCE PENSION EXPENSE,165233,187218,181502,195084,205287
1347,101: City General,EXPENSES,Finance Departments,101-201: Finance,51000: Total EMPLOYEE BENEFITS,F.I.C.A.,40749,45285,57980,54314,54857
1348,101: City General,EXPENSES,Finance Departments,101-201: Finance,51000: Total EMPLOYEE BENEFITS,STIPENDS,0,0,0,0,0
1349,101: City General,EXPENSES,Finance Departments,101-201: Finance,51000: Total EMPLOYEE BENEFITS,LOCAL 1033 BENEFITS EXPENSE,10202,10265,6878,7280,7603
1350,101: City General,EXPENSES,Finance Departments,101-201: Finance,51000: Total EMPLOYEE BENEFITS,TRANSFER TO ACTIVE MEDICAL INS FUND,54784,61671,81103,90708,92522
1351,101: City General,EXPENSES,Finance Departments,101-201: Finance,52100: Total G&A SERVICES,FEES NOT CLASSIFIED,0,0,0,17500,17623
1352,101: City General,EXPENSES,Finance Departments,101-201: Finance,52100: Total G&A SERVICES,POSTAGE,345,20,360,360,360
1353,101: City General,EXPENSES,Finance Departments,101-201: Finance,52100: Total G&A SERVICES,DUES & SUBSCRIPTIONS,840,0,1000,3000,3021
1354,101: City General,EXPENSES,Finance Departments,101-201: Finance,52100: Total G&A SERVICES,PRINTING,525,0,4000,4000,4028
1355,101: City General,EXPENSES,Finance Departments,101-201: Finance,52700: Total TRAINING & DEVELOPMENT,TRAINING,0,0,2000,2000,2000
1356,101: City General,EXPENSES,Finance Departments,101-201: Finance,53100: Total TRAVEL & ENTERTAINMENT,TRAVEL,50,0,0,0,0
1357,101: City General,EXPENSES,Finance Departments,101-201: Finance,53400: Total CONTRACT SERVICES,PRIVATE CONTRACTORS,43200,44914,40000,35000,35245
1358,101: City General,EXPENSES,Finance Departments,101-201: Finance,53500: Total OTHER SERVICES,MISC. EXPENSES,24913,128992,36000,24000,24168
1359,101: City General,EXPENSES,Finance Departments,101-201: Finance,54000: Total OFFICE SUPPLIES,OFFICE SUPPLIES,627,4105,3600,3600,3625
1360,101: City General,EXPENSES,Finance Departments,101-201: Finance,54000: Total OFFICE SUPPLIES,STATIONERY,1507,0,0,0,0
1361,101: City General,EXPENSES,Finance Departments,101-202: City Controller,50000: Total PERSONNEL SALARIES,SALARIES,637055,665367,807559,891725,900642
1362,101: City General,EXPENSES,Finance Departments,101-202: City Controller,50000: Total PERSONNEL SALARIES,OVERTIME,1377,8866,0,0,0
1363,101: City General,EXPENSES,Finance Departments,101-202: City Controller,50000: Total PERSONNEL SALARIES,SICK LEAVE,26355,26067,0,0,0
1364,101: City General,EXPENSES,Finance Departments,101-202: City Controller,50000: Total PERSONNEL SALARIES,VACATION,43015,41955,0,0,0
1365,101: City General,EXPENSES,Finance Departments,101-202: City Controller,50000: Total PERSONNEL SALARIES,HOLIDAY,49093,44751,0,0,0
1366,101: City General,EXPENSES,Finance Departments,101-202: City Controller,50000: Total PERSONNEL SALARIES,LONGEVITY,24562,23631,28019,32431,32755
1367,101: City General,EXPENSES,Finance Departments,101-202: City Controller,51000: Total EMPLOYEE BENEFITS,DENTAL INSURANCE,13047,12354,15624,15624,15624
1368,101: City General,EXPENSES,Finance Departments,101-202: City Controller,51000: Total EMPLOYEE BENEFITS,HEALTHCARE EE CASH PAYMENT,1500,1500,0,0,0
1369,101: City General,EXPENSES,Finance Departments,101-202: City Controller,51000: Total EMPLOYEE BENEFITS,LABORERS INT'L PENSION,46240,53876,45500,45500,45500
1370,101: City General,EXPENSES,Finance Departments,101-202: City Controller,51000: Total EMPLOYEE BENEFITS,CITY OF PROVIDENCE PENSION EXPENSE,223277,237867,237901,247860,260823
1371,101: City General,EXPENSES,Finance Departments,101-202: City Controller,51000: Total EMPLOYEE BENEFITS,F.I.C.A.,57513,60589,72540,75670,76427
1372,101: City General,EXPENSES,Finance Departments,101-202: City Controller,51000: Total EMPLOYEE BENEFITS,LOCAL 1033 BENEFITS EXPENSE,38069,40599,34398,36400,38013
1373,101: City General,EXPENSES,Finance Departments,101-202: City Controller,51000: Total EMPLOYEE BENEFITS,TRANSFER TO ACTIVE MEDICAL INS FUND,132520,125796,158922,185016,188716
1374,101: City General,EXPENSES,Finance Departments,101-202: City Controller,52100: Total G&A SERVICES,FEES NOT CLASSIFIED,0,0,0,7020,7069
1375,101: City General,EXPENSES,Finance Departments,101-202: City Controller,52100: Total G&A SERVICES,POSTAGE,3262,13474,3500,3500,3500
1376,101: City General,EXPENSES,Finance Departments,101-202: City Controller,52700: Total TRAINING & DEVELOPMENT,TRAINING,0,0,1000,1000,1000
1377,101: City General,EXPENSES,Finance Departments,101-202: City Controller,52900: Total R&M EQUIPMENT,REPAIRS TO OFFICE EQUIPMENT,0,0,250,250,252
1378,101: City General,EXPENSES,Finance Departments,101-202: City Controller,53500: Total OTHER SERVICES,MISC. EXPENSES,3134,5883,7440,3000,3021
1379,101: City General,EXPENSES,Finance Departments,101-202: City Controller,54000: Total OFFICE SUPPLIES,OFFICE SUPPLIES,0,0,0,2460,2477
1380,101: City General,EXPENSES,Finance Departments,101-202: City Controller,54000: Total OFFICE SUPPLIES,STATIONERY,2387,0,2100,0,0
1381,101: City General,EXPENSES,Finance Departments,101-203: Retirement Office,50000: Total PERSONNEL SALARIES,SALARIES,202067,246160,282384,308203,311285
1382,101: City General,EXPENSES,Finance Departments,101-203: Retirement Office,50000: Total PERSONNEL SALARIES,OVERTIME,0,241,0,0,0
1383,101: City General,EXPENSES,Finance Departments,101-203: Retirement Office,50000: Total PERSONNEL SALARIES,SICK LEAVE,13551,10977,0,0,0
1384,101: City General,EXPENSES,Finance Departments,101-203: Retirement Office,50000: Total PERSONNEL SALARIES,VACATION,17305,15760,0,0,0
1385,101: City General,EXPENSES,Finance Departments,101-203: Retirement Office,50000: Total PERSONNEL SALARIES,HOLIDAY,15963,17507,0,0,0
1386,101: City General,EXPENSES,Finance Departments,101-203: Retirement Office,50000: Total PERSONNEL SALARIES,LONGEVITY,10017,10162,10162,10854,10963
1387,101: City General,EXPENSES,Finance Departments,101-203: Retirement Office,51000: Total EMPLOYEE BENEFITS,DENTAL INSURANCE,4624,5004,5292,5292,5292
1388,101: City General,EXPENSES,Finance Departments,101-203: Retirement Office,51000: Total EMPLOYEE BENEFITS,HEALTHCARE EE CASH PAYMENT,1500,0,0,0,0
1389,101: City General,EXPENSES,Finance Departments,101-203: Retirement Office,51000: Total EMPLOYEE BENEFITS,LABORERS INT'L PENSION,12394,16564,18200,18200,18200
1390,101: City General,EXPENSES,Finance Departments,101-203: Retirement Office,51000: Total EMPLOYEE BENEFITS,CITY OF PROVIDENCE PENSION EXPENSE,74680,89292,83411,93036,97902
1391,101: City General,EXPENSES,Finance Departments,101-203: Retirement Office,51000: Total EMPLOYEE BENEFITS,F.I.C.A.,19444,22167,25423,25938,26197
1392,101: City General,EXPENSES,Finance Departments,101-203: Retirement Office,51000: Total EMPLOYEE BENEFITS,LOCAL 1033 BENEFITS EXPENSE,10202,12502,13756,14560,15205
1393,101: City General,EXPENSES,Finance Departments,101-203: Retirement Office,51000: Total EMPLOYEE BENEFITS,TRANSFER TO ACTIVE MEDICAL INS FUND,57165,58082,72836,85428,87137
1394,101: City General,EXPENSES,Finance Departments,101-203: Retirement Office,52100: Total G&A SERVICES,FEES NOT CLASSIFIED,0,0,120,2400,2417
1395,101: City General,EXPENSES,Finance Departments,101-203: Retirement Office,52100: Total G&A SERVICES,POSTAGE,2031,1914,2100,3000,3000
1396,101: City General,EXPENSES,Finance Departments,101-203: Retirement Office,52100: Total G&A SERVICES,DUES & SUBSCRIPTIONS,0,0,120,0,0
1397,101: City General,EXPENSES,Finance Departments,101-203: Retirement Office,52100: Total G&A SERVICES,PRINTING,250,0,2000,100,101
1398,101: City General,EXPENSES,Finance Departments,101-203: Retirement Office,52800: Total EQUIPMENT,MACHINERY & EQUIPMENT,0,0,180,0,0
1399,101: City General,EXPENSES,Finance Departments,101-203: Retirement Office,52860: Total FURNITURE AND FIXTURES,OFFICE FURNITURE,266,578,0,600,604
1400,101: City General,EXPENSES,Finance Departments,101-203: Retirement Office,52900: Total R&M EQUIPMENT,REPAIRS TO OFFICE EQUIPMENT,988,235,3000,2000,2014
1401,101: City General,EXPENSES,Finance Departments,101-203: Retirement Office,52910: Total R&M OTHER,COPIERS LEASE AND MAINTENANCE,0,0,0,600,604
1402,101: City General,EXPENSES,Finance Departments,101-203: Retirement Office,53200: Total PROFESSIONAL FEES,AUDIT,4749,0,4800,4800,4800
1403,101: City General,EXPENSES,Finance Departments,101-203: Retirement Office,53500: Total OTHER SERVICES,MISC. EXPENSES,6424,4397,6600,2400,2417
1404,101: City General,EXPENSES,Finance Departments,101-203: Retirement Office,54000: Total OFFICE SUPPLIES,OFFICE SUPPLIES,0,0,0,1200,1208
1405,101: City General,EXPENSES,Finance Departments,101-203: Retirement Office,54000: Total OFFICE SUPPLIES,STATIONERY,0,0,210,100,101
1406,101: City General,EXPENSES,Finance Departments,101-205: City Collector,50000: Total PERSONNEL SALARIES,SALARIES,593527,647674,672846,738885,746274
1407,101: City General,EXPENSES,Finance Departments,101-205: City Collector,50000: Total PERSONNEL SALARIES,OVERTIME,173,0,0,0,0
1408,101: City General,EXPENSES,Finance Departments,101-205: City Collector,50000: Total PERSONNEL SALARIES,SICK LEAVE,27348,35430,0,0,0
1409,101: City General,EXPENSES,Finance Departments,101-205: City Collector,50000: Total PERSONNEL SALARIES,VACATION,55383,43682,0,0,0
1410,101: City General,EXPENSES,Finance Departments,101-205: City Collector,50000: Total PERSONNEL SALARIES,HOLIDAY,47322,47726,0,0,0
1411,101: City General,EXPENSES,Finance Departments,101-205: City Collector,50000: Total PERSONNEL SALARIES,LONGEVITY,24882,23758,24103,0,0
1412,101: City General,EXPENSES,Finance Departments,101-205: City Collector,51000: Total EMPLOYEE BENEFITS,DENTAL INSURANCE,15762,14456,19524,19524,19524
1413,101: City General,EXPENSES,Finance Departments,101-205: City Collector,51000: Total EMPLOYEE BENEFITS,HEALTHCARE EE CASH PAYMENT,1500,1500,0,0,0
1414,101: City General,EXPENSES,Finance Departments,101-205: City Collector,51000: Total EMPLOYEE BENEFITS,LABORERS INT'L PENSION,50371,59107,59150,59150,59150
1415,101: City General,EXPENSES,Finance Departments,101-205: City Collector,51000: Total EMPLOYEE BENEFITS,CITY OF PROVIDENCE PENSION EXPENSE,215951,234877,204914,244740,257540
1416,101: City General,EXPENSES,Finance Departments,101-205: City Collector,51000: Total EMPLOYEE BENEFITS,F.I.C.A.,55644,59311,62542,60736,61343
1417,101: City General,EXPENSES,Finance Departments,101-205: City Collector,51000: Total EMPLOYEE BENEFITS,STIPENDS,0,0,0,0,0
1418,101: City General,EXPENSES,Finance Departments,101-205: City Collector,51000: Total EMPLOYEE BENEFITS,LOCAL 1033 BENEFITS EXPENSE,41504,45270,44720,47320,49416
1419,101: City General,EXPENSES,Finance Departments,101-205: City Collector,51000: Total EMPLOYEE BENEFITS,TRANSFER TO ACTIVE MEDICAL INS FUND,132733,132545,170621,194940,198839
1420,101: City General,EXPENSES,Finance Departments,101-205: City Collector,52100: Total G&A SERVICES,FEES NOT CLASSIFIED,601422,535246,600000,600000,604200
1421,101: City General,EXPENSES,Finance Departments,101-205: City Collector,52100: Total G&A SERVICES,POSTAGE,99334,114386,95040,95040,95040
1422,101: City General,EXPENSES,Finance Departments,101-205: City Collector,52100: Total G&A SERVICES,ADVERTISING/MARKETING,16920,20484,20000,20000,20140
1423,101: City General,EXPENSES,Finance Departments,101-205: City Collector,52100: Total G&A SERVICES,DUES & SUBSCRIPTIONS,371,296,535,535,539
1424,101: City General,EXPENSES,Finance Departments,101-205: City Collector,52100: Total G&A SERVICES,PRINTING,1355,0,41500,41500,41791
1425,101: City General,EXPENSES,Finance Departments,101-205: City Collector,52500: Total BANK CHARGES,TELLER SHORTAGE/OVERAGE,67,0,0,0,0
1426,101: City General,EXPENSES,Finance Departments,101-205: City Collector,53200: Total PROFESSIONAL FEES,EXAMINING TITLES,143116,106680,150465,157750,157750
1427,101: City General,EXPENSES,Finance Departments,101-205: City Collector,53200: Total PROFESSIONAL FEES,AUCTIONEERS SERVICES,300,0,350,12500,12500
1428,101: City General,EXPENSES,Finance Departments,101-205: City Collector,53500: Total OTHER SERVICES,MISC. EXPENSES,21566,14194,20304,20704,20849
1429,101: City General,EXPENSES,Finance Departments,101-205: City Collector,54000: Total OFFICE SUPPLIES,OFFICE SUPPLIES,0,0,0,3980,4008
1430,101: City General,EXPENSES,Finance Departments,101-205: City Collector,54000: Total OFFICE SUPPLIES,STATIONERY,7216,5991,7266,3286,3309
1431,101: City General,EXPENSES,Finance Departments,101-207: City Tax Assessor,50000: Total PERSONNEL SALARIES,SALARIES,805652,865930,922272,1074159,1084901
1432,101: City General,EXPENSES,Finance Departments,101-207: City Tax Assessor,50000: Total PERSONNEL SALARIES,SICK LEAVE,32711,29049,0,0,0
1433,101: City General,EXPENSES,Finance Departments,101-207: City Tax Assessor,50000: Total PERSONNEL SALARIES,VACATION,59069,52300,0,0,0
1434,101: City General,EXPENSES,Finance Departments,101-207: City Tax Assessor,50000: Total PERSONNEL SALARIES,HOLIDAY,61438,61773,0,0,0
1435,101: City General,EXPENSES,Finance Departments,101-207: City Tax Assessor,50000: Total PERSONNEL SALARIES,LONGEVITY,22280,24349,26469,25421,25675
1436,101: City General,EXPENSES,Finance Departments,101-207: City Tax Assessor,51000: Total EMPLOYEE BENEFITS,DENTAL INSURANCE,13400,15276,16164,16164,16164
1437,101: City General,EXPENSES,Finance Departments,101-207: City Tax Assessor,51000: Total EMPLOYEE BENEFITS,HEALTHCARE EE CASH PAYMENT,1500,3000,0,0,0
1438,101: City General,EXPENSES,Finance Departments,101-207: City Tax Assessor,51000: Total EMPLOYEE BENEFITS,LABORERS INT'L PENSION,55138,63466,68250,68250,68250
1439,101: City General,EXPENSES,Finance Departments,101-207: City Tax Assessor,51000: Total EMPLOYEE BENEFITS,CITY OF PROVIDENCE PENSION EXPENSE,282965,303838,271666,316596,333154
1440,101: City General,EXPENSES,Finance Departments,101-207: City Tax Assessor,51000: Total EMPLOYEE BENEFITS,F.I.C.A.,73323,76610,85625,80161,80963
1441,101: City General,EXPENSES,Finance Departments,101-207: City Tax Assessor,51000: Total EMPLOYEE BENEFITS,AUTO ALLOWANCE,8011,121,3120,0,0
1442,101: City General,EXPENSES,Finance Departments,101-207: City Tax Assessor,51000: Total EMPLOYEE BENEFITS,LOCAL 1033 BENEFITS EXPENSE,45388,47902,51598,54600,57019
1443,101: City General,EXPENSES,Finance Departments,101-207: City Tax Assessor,51000: Total EMPLOYEE BENEFITS,TRANSFER TO ACTIVE MEDICAL INS FUND,143248,156040,194576,229500,234090
1444,101: City General,EXPENSES,Finance Departments,101-207: City Tax Assessor,52100: Total G&A SERVICES,POSTAGE,6106,4625,4000,4000,4000
